カテゴリ,物件名,所在地,アクセス1,アクセス2,アクセス3,築年数,建物の階数,部屋の階数,賃料,管理費,敷金,礼金,間取り,面積,URL
賃貸マンション,ガーラ練馬グランドステージ,東京都練馬区豊玉中３,西武池袋線/練馬駅 歩7分,都営大江戸線/豊島園駅 歩17分,西武池袋線/桜台駅 歩18分,築5年,地下1地上4階建,3階,9.3万円,10000円,9.3万円,18.6万円,2K,25.96m2,https://suumo.jp/chintai/jnc_000086380147/?bc=100353059002
賃貸マンション,ガーラ練馬グランドステージ,東京都練馬区豊玉中３,西武池袋線/練馬駅 歩7分,都営大江戸線/豊島園駅 歩17分,西武池袋線/桜台駅 歩18分,築5年,地下1地上4階建,4階,9.7万円,10000円,9.7万円,19.4万円,2K,25.92m2,https://suumo.jp/chintai/jnc_000056611298/?bc=100354561485
賃貸マンション,ガーラ練馬グランドステージ,東京都練馬区豊玉中３,西武池袋線/練馬駅 歩7分,都営大江戸線/豊島園駅 歩17分,西武池袋線/桜台駅 歩18分,築5年,地下1地上4階建,3階,9.7万円,10000円,9.7万円,19.4万円,2K,25.92m2,https://suumo.jp/chintai/jnc_000086272090/?bc=100353079157
賃貸マンション,ガーラ練馬グランドステージ,東京都練馬区豊玉中３,西武池袋線/練馬駅 歩7分,都営大江戸線/豊島園駅 歩17分,西武池袋線/桜台駅 歩18分,築5年,地下1地上4階建,4階,9.7万円,10000円,9.7万円,19.4万円,2K,25.92m2,https://suumo.jp/chintai/jnc_000086529693/?bc=100354036547
賃貸マンション,ガーラ練馬グランドステージ,東京都練馬区豊玉中３,西武池袋線/練馬駅 歩7分,都営大江戸線/豊島園駅 歩17分,西武池袋線/桜台駅 歩18分,築5年,地下1地上4階建,4階,9.7万円,10000円,9.7万円,19.4万円,2K,25.92m2,https://suumo.jp/chintai/jnc_000067010384/?bc=100354562567
賃貸マンション,ガーラ・ヴィスタ練馬,東京都練馬区豊玉北４,西武池袋線/練馬駅 歩7分,都営大江戸線/練馬駅 歩6分,西武池袋線/桜台駅 歩7分,築8年,5階建,2階,12.3万円,12000円,12.3万円,24.6万円,2K,36.09m2,https://suumo.jp/chintai/jnc_000086717626/?bc=100353885214
賃貸マンション,ガーラ・ヴィスタ練馬,東京都練馬区豊玉北４,西武池袋線/練馬駅 歩7分,都営大江戸線/練馬駅 歩6分,西武池袋線/桜台駅 歩7分,築8年,5階建,2階,12.6万円,12000円,12.6万円,25.2万円,2K,36.09m2,https://suumo.jp/chintai/jnc_000086490316/?bc=100353901110
賃貸マンション,ガーラ・ヴィスタ練馬,東京都練馬区豊玉北４,西武池袋線/練馬駅 歩7分,都営大江戸線/練馬駅 歩6分,西武池袋線/桜台駅 歩7分,築8年,5階建,2階,12.6万円,12000円,12.6万円,25.2万円,2K,36.09m2,https://suumo.jp/chintai/jnc_000086490315/?bc=100354015810
賃貸マンション,ガーラ・ヴィスタ練馬,東京都練馬区豊玉北４,西武池袋線/練馬駅 歩7分,都営大江戸線/練馬駅 歩6分,西武池袋線/桜台駅 歩7分,築8年,5階建,2階,12.6万円,12000円,12.6万円,25.2万円,2K,36.09m2,https://suumo.jp/chintai/jnc_000086510410/?bc=100353905639
賃貸マンション,前畑ビル,東京都千代田区神田和泉町,東京メトロ日比谷線/秋葉原駅 歩4分,東京メトロ銀座線/末広町駅 歩10分,都営新宿線/岩本町駅 歩8分,築48年,3階建,3階,15万円,-,15万円,15万円,3DK,53.64m2,https://suumo.jp/chintai/jnc_000086699512/?bc=100355226012
賃貸マンション,都営大江戸線 練馬駅 7階建 築5年,東京都練馬区豊玉北３,都営大江戸線/練馬駅 歩10分,西武池袋線/桜台駅 歩5分,西武有楽町線/新桜台駅 歩9分,築5年,7階建,2階,8.7万円,9000円,8.7万円,17.4万円,2K,25.8m2,https://suumo.jp/chintai/jnc_000049727321/?bc=100354987726
賃貸マンション,都営大江戸線 練馬駅 7階建 築5年,東京都練馬区豊玉北３,都営大江戸線/練馬駅 歩10分,西武池袋線/桜台駅 歩5分,西武有楽町線/新桜台駅 歩9分,築5年,7階建,2階,8.7万円,9000円,8.7万円,17.4万円,2K,25.8m2,https://suumo.jp/chintai/jnc_000049745654/?bc=100355217814
賃貸マンション,都営大江戸線 練馬駅 7階建 築5年,東京都練馬区豊玉北３,都営大江戸線/練馬駅 歩10分,西武池袋線/桜台駅 歩5分,西武有楽町線/新桜台駅 歩9分,築5年,7階建,3階,8.75万円,9000円,8.75万円,17.5万円,2K,25.8m2,https://suumo.jp/chintai/jnc_000050711352/?bc=100353149834
賃貸マンション,都営大江戸線 練馬駅 7階建 築5年,東京都練馬区豊玉北３,都営大江戸線/練馬駅 歩10分,西武池袋線/桜台駅 歩5分,西武有楽町線/新桜台駅 歩9分,築5年,7階建,3階,8.75万円,9000円,8.75万円,17.5万円,2K,25.8m2,https://suumo.jp/chintai/jnc_000077657411/?bc=100353183592
賃貸マンション,都営大江戸線 練馬駅 7階建 築5年,東京都練馬区豊玉北３,都営大江戸線/練馬駅 歩10分,西武池袋線/桜台駅 歩5分,西武有楽町線/新桜台駅 歩9分,築5年,7階建,3階,9.7万円,10000円,9.7万円,19.4万円,2K,28.41m2,https://suumo.jp/chintai/jnc_000070703445/?bc=100354987727
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,1階,11.55万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084613525/?bc=100343959723
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,1階,11.55万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084663500/?bc=100342865177
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,1階,11.55万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084619708/?bc=100342865144
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,2階,11.65万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084648468/?bc=100342098843
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,2階,11.65万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084658664/?bc=100342537750
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,2階,11.7万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084613528/?bc=100355564505
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,3階,11.7万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084663505/?bc=100343488289
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,3階,11.7万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084667704/?bc=100342098868
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,2階,11.7万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084613527/?bc=100342865240
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,4階,11.75万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084667705/?bc=100342098826
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,3階,11.75万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084663503/?bc=100342865140
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,3階,11.75万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084613530/?bc=100342865139
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,3階,11.75万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084613529/?bc=100342864765
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,4階,11.75万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084663508/?bc=100342098856
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,4階,11.8万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084613532/?bc=100355527858
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,3階,11.8万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000086747548/?bc=100355527881
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,4階,11.8万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084663507/?bc=100348529476
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,4階,11.8万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084613531/?bc=100347768790
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,5階,11.8万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084663510/?bc=100350764920
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,6階,11.9万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084613536/?bc=100355217817
賃貸マンション,ジェノヴィア池袋本町,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,1階,11.55万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084608280/?bc=100343934780
賃貸マンション,ジェノヴィア池袋本町,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,1階,11.55万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084613509/?bc=100342823614
賃貸マンション,ジェノヴィア池袋本町,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,1階,11.55万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084619685/?bc=100342864750
賃貸マンション,ジェノヴィア池袋本町,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,1階,11.55万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084608279/?bc=100342339364
賃貸マンション,ジェノヴィア池袋本町,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,2階,11.65万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084608281/?bc=100346692058
賃貸マンション,ジェノヴィア池袋本町,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,2階,11.65万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084613515/?bc=100342489664
賃貸マンション,ジェノヴィア池袋本町,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,2階,11.7万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084613512/?bc=100347263806
賃貸マンション,ジェノヴィア池袋本町,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,4階,11.7万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000085459633/?bc=100347036614
賃貸マンション,ジェノヴィア池袋本町,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,3階,11.7万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084613518/?bc=100343170301
賃貸マンション,ジェノヴィア池袋本町,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,3階,11.7万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084625779/?bc=100342810399
賃貸マンション,ジェノヴィア池袋本町,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,2階,11.7万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084613510/?bc=100341933569
賃貸マンション,ジェノヴィア池袋本町,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,3階,11.75万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084613517/?bc=100352619200
賃貸マンション,ジェノヴィア池袋本町,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,4階,11.75万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084613520/?bc=100342810473
賃貸マンション,ジェノヴィア池袋本町,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,4階,11.75万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084619706/?bc=100342028459
賃貸マンション,ジェノヴィア池袋本町,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,3階,11.75万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084613516/?bc=100341999604
賃貸マンション,ジェノヴィア池袋本町,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,3階,11.75万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084625773/?bc=100342276193
賃貸マンション,ジェノヴィア池袋本町,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,4階,11.8万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084619698/?bc=100347218042
賃貸マンション,ジェノヴィア池袋本町,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,3階,11.8万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000086747547/?bc=100355529455
賃貸マンション,ジェノヴィア池袋本町,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,4階,11.8万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084625782/?bc=100348529615
賃貸マンション,ジェノヴィア池袋本町,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,4階,11.8万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084613519/?bc=100341948162
賃貸マンション,ジェノヴィア池袋本町,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,6階,11.9万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084625799/?bc=100355531346
賃貸マンション,ベル　パエーゼ,東京都中野区東中野１,ＪＲ総武線/東中野駅 歩7分,東京メトロ丸ノ内線/中野坂上駅 歩9分,ＪＲ総武線/大久保駅 歩12分,築21年,3階建,1階,11万円,5000円,11万円,11万円,2K,36.7m2,https://suumo.jp/chintai/jnc_000086763242/?bc=100355632463
賃貸マンション,京王線 明大前駅 9階建 築46年,東京都杉並区和泉２,京王線/明大前駅 歩5分,京王井の頭線/明大前駅 歩5分,京王線/代田橋駅 歩10分,築46年,9階建,6階,11.9万円,-,17.85万円,-,2LDK,43.6m2,https://suumo.jp/chintai/jnc_000017540325/?bc=100355413743
賃貸マンション,京王線 明大前駅 9階建 築46年,東京都杉並区和泉２,京王線/明大前駅 歩5分,京王井の頭線/明大前駅 歩5分,京王線/代田橋駅 歩10分,築46年,9階建,2階,13.5万円,-,20.25万円,-,3DK,51.46m2,https://suumo.jp/chintai/jnc_000086104453/?bc=100355273268
賃貸一戸建て,赤塚新町２丁目貸家,東京都板橋区赤塚新町２,東京メトロ有楽町線/地下鉄赤塚駅 歩4分,東武東上線/下赤塚駅 歩7分,東京メトロ副都心線/地下鉄赤塚駅 歩4分,築32年,3階建,-,17.5万円,15000円,35万円,17.5万円,3SLDK,135.73m2,https://suumo.jp/chintai/jnc_000086741031/?bc=100355444014
賃貸一戸建て,奥山方,東京都荒川区西日暮里２,ＪＲ山手線/日暮里駅 歩5分,ＪＲ山手線/西日暮里駅 歩10分,ＪＲ常磐線/三河島駅 歩9分,築41年,2階建,1階,15万円,-,15万円,15万円,4K,73.75m2,https://suumo.jp/chintai/jnc_000086740977/?bc=100355480324
賃貸マンション,ＪＲ中央線 東中野駅 3階建 築33年,東京都新宿区北新宿３,ＪＲ中央線/東中野駅 歩7分,東京メトロ丸ノ内線/中野坂上駅 歩13分,東京メトロ東西線/落合駅 歩15分,築33年,3階建,1階,19万円,10000円,-,19万円,4SK,80m2,https://suumo.jp/chintai/jnc_000086029265/?bc=100350767737
賃貸マンション,kinomori代々木上原,東京都渋谷区上原２,東京メトロ千代田線/代々木公園駅 歩9分,小田急線/代々木八幡駅 歩8分,小田急線/代々木上原駅 歩7分,築1年,4階建,4階,12.7万円,10000円,-,-,2K,23.7m2,https://suumo.jp/chintai/jnc_000086724239/?bc=100355492530
賃貸マンション,kinomori代々木上原,東京都渋谷区上原２,東京メトロ千代田線/代々木公園駅 歩9分,小田急線/代々木八幡駅 歩8分,小田急線/代々木上原駅 歩7分,築1年,4階建,1階,13万円,10000円,-,-,2K,24.08m2,https://suumo.jp/chintai/jnc_000086724226/?bc=100355659185
賃貸マンション,kinomori代々木上原,東京都渋谷区上原２,東京メトロ千代田線/代々木公園駅 歩9分,小田急線/代々木八幡駅 歩8分,小田急線/代々木上原駅 歩7分,築1年,4階建,2階,13.1万円,10000円,-,-,2K,24.08m2,https://suumo.jp/chintai/jnc_000086724228/?bc=100355659193
賃貸マンション,kinomori代々木上原,東京都渋谷区上原２,東京メトロ千代田線/代々木公園駅 歩9分,小田急線/代々木八幡駅 歩8分,小田急線/代々木上原駅 歩7分,築1年,4階建,3階,13.2万円,10000円,-,-,2K,24.08m2,https://suumo.jp/chintai/jnc_000086724231/?bc=100355659197
賃貸マンション,kinomori代々木上原,東京都渋谷区上原２,東京メトロ千代田線/代々木公園駅 歩9分,小田急線/代々木八幡駅 歩8分,小田急線/代々木上原駅 歩7分,築1年,4階建,1階,14.3万円,10000円,-,-,2K,27.5m2,https://suumo.jp/chintai/jnc_000086724227/?bc=100355645130
賃貸マンション,kinomori代々木上原,東京都渋谷区上原２,東京メトロ千代田線/代々木公園駅 歩9分,小田急線/代々木八幡駅 歩8分,小田急線/代々木上原駅 歩7分,築1年,4階建,2階,14.4万円,10000円,-,-,2K,27.5m2,https://suumo.jp/chintai/jnc_000086724229/?bc=100355659322
賃貸マンション,kinomori代々木上原,東京都渋谷区上原２,東京メトロ千代田線/代々木公園駅 歩9分,小田急線/代々木八幡駅 歩8分,小田急線/代々木上原駅 歩7分,築1年,4階建,3階,14.5万円,10000円,-,-,2K,27.5m2,https://suumo.jp/chintai/jnc_000086724234/?bc=100355659168
賃貸マンション,kinomori代々木上原,東京都渋谷区上原２,東京メトロ千代田線/代々木公園駅 歩9分,小田急線/代々木八幡駅 歩8分,小田急線/代々木上原駅 歩7分,築1年,4階建,3階,16万円,10000円,-,-,2K,30.24m2,https://suumo.jp/chintai/jnc_000086724230/?bc=100355659333
賃貸マンション,kinomori代々木上原,東京都渋谷区上原２,東京メトロ千代田線/代々木公園駅 歩9分,小田急線/代々木八幡駅 歩8分,小田急線/代々木上原駅 歩7分,築1年,4階建,3階,16.2万円,10000円,-,-,2K,31.3m2,https://suumo.jp/chintai/jnc_000086724233/?bc=100355659340
賃貸マンション,kinomori代々木上原,東京都渋谷区上原２,東京メトロ千代田線/代々木公園駅 歩9分,小田急線/代々木八幡駅 歩8分,小田急線/代々木上原駅 歩7分,築1年,4階建,4階,19万円,10000円,-,-,3K,35.5m2,https://suumo.jp/chintai/jnc_000086724238/?bc=100355659171
賃貸マンション,東京メトロ千代田線 代々木公園駅 4階建 築1年,東京都渋谷区上原２,東京メトロ千代田線/代々木公園駅 歩9分,小田急線/代々木八幡駅 歩8分,小田急線/代々木上原駅 歩7分,築1年,4階建,4階,12.7万円,10000円,-,-,2K,23.7m2,https://suumo.jp/chintai/jnc_000086747408/?bc=100355532153
賃貸マンション,東京メトロ千代田線 代々木公園駅 4階建 築1年,東京都渋谷区上原２,東京メトロ千代田線/代々木公園駅 歩9分,小田急線/代々木八幡駅 歩8分,小田急線/代々木上原駅 歩7分,築1年,4階建,1階,13万円,10000円,-,-,2K,24.08m2,https://suumo.jp/chintai/jnc_000086758400/?bc=100355659234
賃貸マンション,東京メトロ千代田線 代々木公園駅 4階建 築1年,東京都渋谷区上原２,東京メトロ千代田線/代々木公園駅 歩9分,小田急線/代々木八幡駅 歩8分,小田急線/代々木上原駅 歩7分,築1年,4階建,2階,13.1万円,10000円,-,-,2K,24.08m2,https://suumo.jp/chintai/jnc_000086758401/?bc=100355659241
賃貸マンション,東京メトロ千代田線 代々木公園駅 4階建 築1年,東京都渋谷区上原２,東京メトロ千代田線/代々木公園駅 歩9分,小田急線/代々木八幡駅 歩8分,小田急線/代々木上原駅 歩7分,築1年,4階建,3階,13.2万円,10000円,-,-,2K,24.08m2,https://suumo.jp/chintai/jnc_000086767985/?bc=100355659251
賃貸マンション,東京メトロ千代田線 代々木公園駅 4階建 築1年,東京都渋谷区上原２,東京メトロ千代田線/代々木公園駅 歩9分,小田急線/代々木八幡駅 歩8分,小田急線/代々木上原駅 歩7分,築1年,4階建,2階,14.4万円,10000円,-,-,2K,27.5m2,https://suumo.jp/chintai/jnc_000086767982/?bc=100355659208
賃貸マンション,東京メトロ千代田線 代々木公園駅 4階建 築1年,東京都渋谷区上原２,東京メトロ千代田線/代々木公園駅 歩9分,小田急線/代々木八幡駅 歩8分,小田急線/代々木上原駅 歩7分,築1年,4階建,3階,14.5万円,10000円,-,-,2K,27.5m2,https://suumo.jp/chintai/jnc_000086767988/?bc=100355659210
賃貸マンション,東京メトロ千代田線 代々木公園駅 4階建 築1年,東京都渋谷区上原２,東京メトロ千代田線/代々木公園駅 歩9分,小田急線/代々木八幡駅 歩8分,小田急線/代々木上原駅 歩7分,築1年,4階建,3階,16万円,10000円,-,-,2K,30.24m2,https://suumo.jp/chintai/jnc_000086767984/?bc=100355659236
賃貸マンション,東京メトロ千代田線 代々木公園駅 4階建 築1年,東京都渋谷区上原２,東京メトロ千代田線/代々木公園駅 歩9分,小田急線/代々木八幡駅 歩8分,小田急線/代々木上原駅 歩7分,築1年,4階建,3階,16.2万円,10000円,-,-,2K,31.3m2,https://suumo.jp/chintai/jnc_000086767987/?bc=100355659253
賃貸マンション,東京メトロ千代田線 代々木公園駅 4階建 築1年,東京都渋谷区上原２,東京メトロ千代田線/代々木公園駅 歩9分,小田急線/代々木八幡駅 歩8分,小田急線/代々木上原駅 歩7分,築1年,4階建,4階,19万円,10000円,-,-,3K,35.5m2,https://suumo.jp/chintai/jnc_000086767990/?bc=100355659213
賃貸マンション,ガーラ・プレシャス練馬,東京都練馬区豊玉北３,都営大江戸線/練馬駅 歩10分,西武池袋線/桜台駅 歩5分,都営大江戸線/新江古田駅 歩12分,築5年,7階建,2階,8.7万円,9000円,8.7万円,17.4万円,2K,25.8m2,https://suumo.jp/chintai/jnc_000049706530/?bc=100354987821
賃貸マンション,ガーラ・プレシャス練馬,東京都練馬区豊玉北３,都営大江戸線/練馬駅 歩10分,西武池袋線/桜台駅 歩5分,都営大江戸線/新江古田駅 歩12分,築5年,7階建,2階,8.7万円,9000円,8.7万円,17.4万円,2K,25.8m2,https://suumo.jp/chintai/jnc_000064337073/?bc=100355153480
賃貸マンション,ガーラ・プレシャス練馬,東京都練馬区豊玉北３,都営大江戸線/練馬駅 歩10分,西武池袋線/桜台駅 歩5分,都営大江戸線/新江古田駅 歩12分,築5年,7階建,3階,8.75万円,9000円,8.75万円,17.5万円,2K,25.8m2,https://suumo.jp/chintai/jnc_000050575859/?bc=100353058611
